experiment,app,data_type,num_ranks,system,use_case,data_structure,algorithm,latency,throughput,congestion,max_link_util,total_traffic_gb,strategy,communication_cost,cost_reduction,num_edges,scheduler,makespan,energy_kwh,avg_power_kw,utilization,burstiness,num_time_bins,scenario,compute_power_mw,total_power_mw,peak_power_mw,power_variance,power_efficiency,pattern
cosp2_n128_sparse_20260122_004059,cosp2,real,129,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,12.5268826514296,15.03225918171552,15.487149599999999,0.27344554700505935,1.3225171718147806,
cosp2_n128_sparse_20260122_004059,cosp2,real,129,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.294404047139377,14.75328485656725,14.8347576,0.009009635267728251,1.297973400246978,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,adaptive_routing,static_matrix,minimal,3.5002532652266667,12.495237143475931,7.236149333333334e-05,0.00038117376,0.016821168,,,,,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,adaptive_routing,static_matrix,ecmp,4.000289445973333,12.495237143475931,7.236149333333334e-05,0.00038117376,0.016821168,,,,,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,node_placement,affinity_graph,,,,,,,contiguous,33642336.0,0.0,64.0,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,node_placement,affinity_graph,,,,,,,random,33642336.0,0.0,64.0,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,node_placement,affinity_graph,,,,,,,locality,33642336.0,0.0,64.0,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,node_placement,affinity_graph,,,,,,,spectral,33642336.0,0.0,64.0,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3149.819227773006,2538.6031062621096,2901.4271999999996,70.0,1.49939742591002,23.0,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,1957.4962176,2669.3130239999996,78.0,1.49939742591002,23.0,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2460.0361544453986,1784.40395287282,2611.28448,82.0,1.49939742591002,23.0,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.721155701831318,4.837502412380714,4.90732125,0.0013015579843818038,0.807542470015477,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.699647061465055,4.8095411799045715,4.86539625,0.0008329971100043501,0.8028747963248817,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.5516835531117485,4.617188619045273,4.90732125,0.013440198772671707,0.7707646599634871,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.5160650614948072,4.57088457994325,4.62905612,0.0009035234227692177,0.7630349525813385,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,adaptive_routing,static_matrix,minimal,3.5005532457682054,24.990859663052643,0.00015807021948717947,0.0003657472,0.016821168,,,,,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,adaptive_routing,static_matrix,ugal,4.000632280877949,24.990859663052643,0.00015807021948717947,0.0003657472,0.016821168,,,,,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,adaptive_routing,static_matrix,valiant,5.000796357579487,24.990859663052643,0.00015927151589743588,0.0003657472,0.016821168,,,,,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,node_placement,affinity_graph,,,,,,,contiguous,16821168.0,0.0,64.0,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,node_placement,affinity_graph,,,,,,,random,16821168.0,0.0,64.0,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,node_placement,affinity_graph,,,,,,,locality,16821168.0,0.0,64.0,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,node_placement,affinity_graph,,,,,,,spectral,16821168.0,0.0,64.0,,,,,,,,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3149.819227773006,8591.676512497363,9819.622399999998,70.0,1.49939742591002,23.0,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,6624.971912533332,9034.052607999998,78.0,1.49939742591002,23.0,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2460.0361544453986,6039.156531750473,8837.66016,82.0,1.49939742591002,23.0,,,,,,,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.79554681492764,15.354656177913167,15.4871496,0.005500866934792125,1.3508812093462457,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.75132905194211,15.301594862330532,15.4075896,0.0035205548382670052,1.3462129488959154,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,12.151264881134537,14.581517857361446,15.4871496,0.1478180973258514,1.28286157951167,
cosp2_n64_sparse_20260121_215236,cosp2,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.270288679106368,14.724346414927641,14.8347576,0.00382004648249453,1.295427436561061,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,adaptive_routing,static_matrix,minimal,3.5097432802133333,12.350339276316488,0.0027837943466666668,0.01211794432,0.063931632,,,,,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,adaptive_routing,static_matrix,ecmp,4.011135177386667,12.350339276316488,0.0027837943466666668,0.01211794432,0.063931632,,,,,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,node_placement,affinity_graph,,,,,,,contiguous,127863264.0,0.0,28.0,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,node_placement,affinity_graph,,,,,,,random,127863264.0,0.0,28.0,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,node_placement,affinity_graph,,,,,,,locality,127863264.0,0.0,28.0,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,node_placement,affinity_graph,,,,,,,spectral,127863264.0,0.0,28.0,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3037.6032446661143,2448.162410245144,2901.4271999999996,70.0,1.1253441488870486,8.0,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,1957.4962176,2669.3130239999996,78.0,1.1253441488870486,8.0,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2482.479351066777,1800.6832781558735,2611.28448,82.0,1.1253441488870486,8.0,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.7569019996250472,4.883972599512561,4.90732125,0.0009975486996320541,0.8152999131130745,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.728244099700038,4.846717329610049,4.86539625,0.0006384311677645104,0.8090807508029597,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.6979509174426886,4.807336192675495,4.90732125,0.014482685751076836,0.8025067095144723,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.545848100927908,4.6096025312062805,4.62905612,0.0006924844119784882,0.7694982857916467,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,adaptive_routing,static_matrix,minimal,3.5019961579651278,24.85391414856596,0.0005703308471794871,0.00587778048,0.063931632,,,,,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,adaptive_routing,static_matrix,ugal,4.002281323388718,24.85391414856596,0.0005703308471794871,0.00587778048,0.063931632,,,,,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,adaptive_routing,static_matrix,valiant,5.002851654235897,24.85391414856596,0.0005703308471794871,0.00587778048,0.063931632,,,,,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,node_placement,affinity_graph,,,,,,,contiguous,63931632.0,0.0,28.0,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,node_placement,affinity_graph,,,,,,,random,63931632.0,0.0,28.0,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,node_placement,affinity_graph,,,,,,,locality,63931632.0,0.0,28.0,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,node_placement,affinity_graph,,,,,,,spectral,63931632.0,0.0,28.0,,,,,,,,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,3037.6032446661143,8285.58801767668,9819.622399999998,70.0,1.1253441488870486,8.0,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,2640.0,6624.971912533332,9034.052607999998,78.0,1.1253441488870486,8.0,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,2482.479351066777,6094.252460818196,8837.66016,82.0,1.1253441488870486,8.0,,,,,,,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.86903455271754,15.442841463261047,15.4871496,0.0042160109065423,1.3586396276095376,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.81011924217403,15.372143090608837,15.4075896,0.002698246980187028,1.3524196835065487,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,12.645140641078521,15.174168769294225,15.4871496,0.16390728204603042,1.335002179167918,
cosp2_n8_sparse_20260122_005602,cosp2,real,8,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.33152846059795,14.797834152717538,14.8347576,0.0029277853517654428,1.3018927851138038,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,adaptive_routing,static_matrix,minimal,3.52624330184,11.307476072387743,0.00749808624,0.10546331648,1.057253824,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,adaptive_routing,static_matrix,ecmp,4.02999234496,11.307476072387743,0.00749808624,0.10546331648,1.057253824,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,node_placement,affinity_graph,,,,,,,contiguous,2114507648.0,0.0,1220.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,node_placement,affinity_graph,,,,,,,random,2114507648.0,0.0,1220.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,node_placement,affinity_graph,,,,,,,locality,2114507648.0,0.0,1220.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,node_placement,affinity_graph,,,,,,,spectral,2114507648.0,0.0,1220.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,46784.62048134242,37706.15844617888,2901.4271999999996,70.0,2.9409444822211395,3918.0,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,34478.4,25564.900601856,2669.3130239999996,78.0,2.9409444822211395,3918.0,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,30998.475903731513,22484.955286407792,2611.28448,82.0,2.9409444822211395,3918.0,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.7523259919354843,4.87802378951613,4.90732125,9.945238213734375e-05,0.8143068558887769,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.7245832935483865,4.841958281612903,4.86539625,6.364952456790059e-05,0.8082863050235214,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.6440059846450428,4.737207780038555,4.90732125,0.0026321721703138055,0.7907999098622054,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.5420354706451613,4.60464611183871,4.62905612,6.903845836262539e-05,0.7686708920670923,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,adaptive_routing,static_matrix,minimal,3.53316280576,24.56208183342564,0.00947508736,0.01782903296,1.057253824,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,adaptive_routing,static_matrix,ugal,4.037897184987429,24.56208183342564,0.009474296246857142,0.01782903296,1.057253824,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,adaptive_routing,static_matrix,valiant,5.047592459946667,24.56208183342564,0.009518491989333333,0.01782903296,1.057253824,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,node_placement,affinity_graph,,,,,,,contiguous,1057253824.0,0.0,1220.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,node_placement,affinity_graph,,,,,,,random,1057253824.0,0.0,1220.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,node_placement,affinity_graph,,,,,,,locality,1057253824.0,0.0,1220.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,node_placement,affinity_graph,,,,,,,spectral,1057253824.0,0.0,1220.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,46784.62048134242,127613.14090391353,9819.622399999998,70.0,2.9409444822211395,3918.0,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,34478.4,86522.13317768532,9034.052607999998,78.0,2.9409444822211395,3918.0,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,30998.475903731513,76098.33208753554,8837.66016,82.0,2.9409444822211395,3918.0,,,,,,,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.859627132258066,15.431552558709678,15.4871496,0.0004203226648757334,1.3576464455508939,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.802593305806454,15.363111966967745,15.4075896,0.0002690065055204644,1.3516251378596342,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,12.450917558777805,14.941101070533367,15.487149599999999,0.0315620349705367,1.3144972084858326,
hpgmg_n128_fv_20260121_215033,hpgmg,real,127,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.323688943548385,14.788426732258062,14.8347576,0.00029189073949702985,1.301065133398267,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,adaptive_routing,static_matrix,minimal,3.51232299712,11.904449430424215,0.00352085632,0.05002756096,0.496653312,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,adaptive_routing,static_matrix,ecmp,4.01408342528,11.904449430424215,0.00352085632,0.05002756096,0.496653312,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,node_placement,affinity_graph,,,,,,,contiguous,993306624.0,0.0,1036.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,node_placement,affinity_graph,,,,,,,random,993306624.0,0.0,1036.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,node_placement,affinity_graph,,,,,,,locality,993306624.0,0.0,1036.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,node_placement,affinity_graph,,,,,,,spectral,993306624.0,0.0,1036.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,7427.61922670114,5986.304570998237,2901.4271999999996,70.0,1.1470208015042895,732.0,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,6441.6,4776.290770944,2669.3130239999996,78.0,1.1470208015042895,732.0,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,6054.076154659772,4391.365306500316,2611.28448,82.0,1.1470208015042895,732.0,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.7541940829918032,4.880452307889344,4.90732125,0.00013402660042980527,0.8147122575937072,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.7260777663934426,4.843901096311475,4.86539625,8.577702427507486e-05,0.8086106263874658,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.655786841484901,4.752522893930371,4.90732125,0.0034096315998388524,0.7933565194194664,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.5435919235655735,4.606669500635245,4.62905612,9.303939910136064e-05,0.7690086639682234,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,adaptive_routing,static_matrix,minimal,3.5155681846613334,24.801980857844825,0.004448052760380952,0.00798400512,0.496653312,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,adaptive_routing,static_matrix,ugal,4.017791062601143,24.801980857844825,0.004447765650285714,0.00798400512,0.496653312,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,adaptive_routing,static_matrix,valiant,5.0223371634590475,24.801980857844825,0.004467432691809524,0.00798400512,0.496653312,,,,,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,node_placement,affinity_graph,,,,,,,contiguous,496653312.0,0.0,1036.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,node_placement,affinity_graph,,,,,,,random,496653312.0,0.0,1036.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,node_placement,affinity_graph,,,,,,,locality,496653312.0,0.0,1036.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,node_placement,affinity_graph,,,,,,,spectral,496653312.0,0.0,1036.0,,,,,,,,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,7427.61922670114,20260.11559366255,9819.622399999998,70.0,1.1470208015042895,732.0,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,6441.6,16164.931466581333,9034.052607999998,78.0,1.1470208015042895,732.0,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,6054.076154659772,14862.185454900738,8837.66016,82.0,1.1470208015042895,732.0,,,,,,,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.863467579918032,15.436161095901639,15.4871496,0.0005664461388073207,1.3580518982176977,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.805665663934427,15.36679879672131,15.4075896,0.00036252552883668065,1.351949499993077,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,12.492171552424667,14.9906058629096,15.487149599999999,0.040759543370745784,1.31885257099078,
hpgmg_n128_fv_20260122_003559,hpgmg,real,127,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.326889316598361,14.792267179918033,14.8347576,0.00039336537417175327,1.301403010620604,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,adaptive_routing,static_matrix,minimal,3.60860449824,8.889123696015787,0.031029856640000002,0.40621285376,5.028449856,,,,,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,adaptive_routing,static_matrix,ecmp,4.12411942656,8.889123696015787,0.031029856640000002,0.40621285376,5.028449856,,,,,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,node_placement,affinity_graph,,,,,,,contiguous,10056899712.0,0.0,496.0,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,node_placement,affinity_graph,,,,,,,random,10056899712.0,0.0,496.0,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,node_placement,affinity_graph,,,,,,,locality,10056899712.0,0.0,496.0,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,node_placement,affinity_graph,,,,,,,spectral,10056899712.0,0.0,496.0,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,305257.6103228221,246022.9815548991,2901.4271999999996,70.0,3.698125770869773,10000.0,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,backfill,211548.30400272808,156857.95641099816,2669.3130239999996,78.0,3.698125770869773,10000.0,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,scheduling,dynamic_matrix,,,,,,,,,,,sjf,189912.6820024491,137754.45529671403,2611.28448,82.0,3.698125770869773,10000.0,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,3.6680573671100634,4.768474577243082,4.905589765969163,0.0029844134607653118,0.7960193939040936,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,3.65716839368805,4.754318911794465,4.86401106277533,0.0019100246148898014,0.7936563354357747,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,3.4800196939239982,4.524025602101197,4.897038793944461,0.015311529384834852,0.7552126071883677,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,lassen,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,3.471824681527051,4.513372085985167,4.627613485088106,0.002071738253221155,0.7534341756786136,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,adaptive_routing,static_matrix,minimal,3.6974834102482053,21.843912554498473,0.05642383149948719,0.14448361472,5.028449856,,,,,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,adaptive_routing,static_matrix,ugal,4.225655128484102,21.843912554498473,0.056413782121025643,0.14448361472,5.028449856,,,,,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,adaptive_routing,static_matrix,valiant,5.283849378789744,21.843912554498473,0.056769875757948715,0.14448361472,5.028449856,,,,,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,node_placement,affinity_graph,,,,,,,contiguous,5028449856.0,0.0,496.0,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,node_placement,affinity_graph,,,,,,,random,5028449856.0,0.0,496.0,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,node_placement,affinity_graph,,,,,,,locality,5028449856.0,0.0,496.0,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,node_placement,affinity_graph,,,,,,,spectral,5028449856.0,0.0,496.0,,,,,,,,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,fcfs,305257.6103228221,832642.9078045707,9819.622399999998,70.0,3.698125770869773,10000.0,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,backfill,211548.30400272808,530871.8076371728,9034.052607999998,78.0,3.698125770869773,10000.0,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,scheduling,dynamic_matrix,,,,,,,,,,,sjf,189912.6820024491,466217.7065588314,8837.66016,82.0,3.698125770869773,10000.0,,,,,,,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,baseline,12.68638651750069,15.223663821000825,15.483863807048456,0.012613238536483613,1.3393566847023533,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,power_cap,12.66400081400055,15.19680097680066,15.404960965638764,0.008072472663349501,1.3369933291808014,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,frequency_scaling,11.964065856549485,14.35687902785938,15.4542091247072,0.1464113867110672,1.2630981689769303,
hpgmg_n64_fv_20260121_214733,hpgmg,real,64,frontier,power,dynamic_matrix,,,,,,,,,,,,,,,,,,job_packing,12.179321764583907,14.61518611750069,14.832019439207048,0.008759193428113618,1.2858236660244835,
