matrix,system,use_case,variant,latency,throughput,congestion,max_link_util,algorithm,topology,topology_params,inferred_pattern,total_traffic_gb,strategy,communication_cost,cost_reduction,num_physical_nodes,scheduler,makespan,energy_kwh,avg_power_kw,utilization,jobs_completed,avg_queue_length,total_nodes,scenario,compute_power_mw,total_power_mw,pue,active_nodes,power_per_node_kw
lulesh_n64_cube_20260121_214715,frontier,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_n64_cube_20260121_214715,frontier,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_n64_cube_20260121_214715,frontier,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,7306.523824829668,7306.523824829668,0.0,0.0,0.0,9472.0,,,,,,
lulesh_n64_cube_20260121_214715,frontier,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,9472.0,baseline,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_n64_cube_20260121_214715,frontier,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,9472.0,power_cap,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_n64_cube_20260121_214715,frontier,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,9472.0,frequency_scaling,11.706498179999997,14.047797815999996,1.2,6630.0,1.7656859999999996
lulesh_n64_cube_20260121_214715,frontier,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,9472.0,job_packing,12.2605054,14.712606479999998,1.2,6630.0,1.8492466666666667
lulesh_n64_scaled_20260121_214306,lassen,adaptive_routing,minimal,4.00144009984,12.398809841219057,0.00036002496000000003,0.00816128,minimal,fat-tree,k=8,sparse-random,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lassen,adaptive_routing,ecmp,4.00144009984,12.398809841219057,0.00036002496000000003,0.00816128,ecmp,fat-tree,k=8,sparse-random,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lassen,node_placement,contiguous,,,,,,fat-tree,,,,contiguous,104731776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lassen,node_placement,random,,,,,,fat-tree,,,,random,104731776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lassen,node_placement,locality,,,,,,fat-tree,,,,locality,104731776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lassen,node_placement,spectral,,,,,,fat-tree,,,,spectral,104731776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,lassen,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_n64_scaled_20260121_214306,lassen,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_n64_scaled_20260121_214306,lassen,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,2779.566080000105,2779.566080000105,0.0,0.0,0.0,4608.0,,,,,,
lulesh_n64_scaled_20260121_214306,lassen,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,4608.0,baseline,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_n64_scaled_20260121_214306,lassen,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,4608.0,power_cap,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_n64_scaled_20260121_214306,lassen,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,4608.0,frequency_scaling,3.3893967937499996,4.4062158318749995,1.3,3225.0,1.0509757499999999
lulesh_n64_scaled_20260121_214306,lassen,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,4608.0,job_packing,3.493276605,4.541259586500001,1.3,3225.0,1.0831865441860467
lulesh_n64_scaled_20260121_214306,frontier,adaptive_routing,minimal,3.5020531578092307,24.97076395787621,0.0005866165169230767,0.00117081088,minimal,dragonfly,"d=4,a=2,p=4",sparse-random,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,adaptive_routing,ugal,4.002345277965128,24.97076395787621,0.0005863194912820511,0.00117081088,ugal,dragonfly,"d=4,a=2,p=4",sparse-random,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,adaptive_routing,valiant,5.002970902482051,24.97076395787621,0.0005941804964102563,0.00117081088,valiant,dragonfly,"d=4,a=2,p=4",sparse-random,0.052365888,,,,,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,node_placement,contiguous,,,,,,dragonfly,,,,contiguous,52365888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,node_placement,random,,,,,,dragonfly,,,,random,52365888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,node_placement,locality,,,,,,dragonfly,,,,locality,52365888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,node_placement,spectral,,,,,,dragonfly,,,,spectral,52365888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,7306.523824829668,7306.523824829668,0.0,0.0,0.0,9472.0,,,,,,
lulesh_n64_scaled_20260121_214306,frontier,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,9472.0,baseline,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_n64_scaled_20260121_214306,frontier,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,9472.0,power_cap,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_n64_scaled_20260121_214306,frontier,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,9472.0,frequency_scaling,11.706498179999997,14.047797815999996,1.2,6630.0,1.7656859999999996
lulesh_n64_scaled_20260121_214306,frontier,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,9472.0,job_packing,12.2605054,14.712606479999998,1.2,6630.0,1.8492466666666667
lulesh_s10_n8_20260120_230236,lassen,adaptive_routing,minimal,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,minimal,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lassen,adaptive_routing,ecmp,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,ecmp,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lassen,node_placement,contiguous,,,,,,fat-tree,,,,contiguous,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lassen,node_placement,random,,,,,,fat-tree,,,,random,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lassen,node_placement,locality,,,,,,fat-tree,,,,locality,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lassen,node_placement,spectral,,,,,,fat-tree,,,,spectral,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,lassen,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230236,lassen,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230236,lassen,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,2779.566080000105,2779.566080000105,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230236,lassen,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,4608.0,baseline,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_s10_n8_20260120_230236,lassen,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,4608.0,power_cap,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_s10_n8_20260120_230236,lassen,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,4608.0,frequency_scaling,3.3893967937499996,4.4062158318749995,1.3,3225.0,1.0509757499999999
lulesh_s10_n8_20260120_230236,lassen,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,4608.0,job_packing,3.493276605,4.541259586500001,1.3,3225.0,1.0831865441860467
lulesh_s10_n8_20260120_230236,frontier,adaptive_routing,minimal,3.50007188033641,24.993968047729165,2.0537238974358975e-05,0.00024133632,minimal,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,frontier,adaptive_routing,ugal,4.000082148955897,24.993968047729165,2.0537238974358975e-05,0.00024133632,ugal,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,frontier,adaptive_routing,valiant,5.000102686194872,24.993968047729165,2.0537238974358975e-05,0.00024133632,valiant,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,frontier,node_placement,contiguous,,,,,,dragonfly,,,,contiguous,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,frontier,node_placement,random,,,,,,dragonfly,,,,random,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,frontier,node_placement,locality,,,,,,dragonfly,,,,locality,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,frontier,node_placement,spectral,,,,,,dragonfly,,,,spectral,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230236,frontier,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230236,frontier,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230236,frontier,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,7306.523824829668,7306.523824829668,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230236,frontier,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,9472.0,baseline,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_s10_n8_20260120_230236,frontier,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,9472.0,power_cap,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_s10_n8_20260120_230236,frontier,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,9472.0,frequency_scaling,11.706498179999997,14.047797815999996,1.2,6630.0,1.7656859999999996
lulesh_s10_n8_20260120_230236,frontier,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,9472.0,job_packing,12.2605054,14.712606479999998,1.2,6630.0,1.8492466666666667
lulesh_s10_n8_20260120_230319,lassen,adaptive_routing,minimal,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,minimal,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lassen,adaptive_routing,ecmp,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,ecmp,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lassen,node_placement,contiguous,,,,,,fat-tree,,,,contiguous,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lassen,node_placement,random,,,,,,fat-tree,,,,random,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lassen,node_placement,locality,,,,,,fat-tree,,,,locality,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lassen,node_placement,spectral,,,,,,fat-tree,,,,spectral,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,lassen,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230319,lassen,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230319,lassen,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,2779.566080000105,2779.566080000105,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230319,lassen,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,4608.0,baseline,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_s10_n8_20260120_230319,lassen,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,4608.0,power_cap,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_s10_n8_20260120_230319,lassen,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,4608.0,frequency_scaling,3.3893967937499996,4.4062158318749995,1.3,3225.0,1.0509757499999999
lulesh_s10_n8_20260120_230319,lassen,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,4608.0,job_packing,3.493276605,4.541259586500001,1.3,3225.0,1.0831865441860467
lulesh_s10_n8_20260120_230319,frontier,adaptive_routing,minimal,3.50007188033641,24.993968047729165,2.0537238974358975e-05,0.00024133632,minimal,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,frontier,adaptive_routing,ugal,4.000082148955897,24.993968047729165,2.0537238974358975e-05,0.00024133632,ugal,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,frontier,adaptive_routing,valiant,5.000102686194872,24.993968047729165,2.0537238974358975e-05,0.00024133632,valiant,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,frontier,node_placement,contiguous,,,,,,dragonfly,,,,contiguous,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,frontier,node_placement,random,,,,,,dragonfly,,,,random,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,frontier,node_placement,locality,,,,,,dragonfly,,,,locality,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,frontier,node_placement,spectral,,,,,,dragonfly,,,,spectral,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230319,frontier,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230319,frontier,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230319,frontier,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,7306.523824829668,7306.523824829668,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230319,frontier,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,9472.0,baseline,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_s10_n8_20260120_230319,frontier,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,9472.0,power_cap,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_s10_n8_20260120_230319,frontier,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,9472.0,frequency_scaling,11.706498179999997,14.047797815999996,1.2,6630.0,1.7656859999999996
lulesh_s10_n8_20260120_230319,frontier,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,9472.0,job_packing,12.2605054,14.712606479999998,1.2,6630.0,1.8492466666666667
lulesh_s10_n8_20260120_230454,lassen,adaptive_routing,minimal,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,minimal,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,lassen,adaptive_routing,ecmp,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,ecmp,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,lassen,node_placement,contiguous,,,,,,fat-tree,,,,contiguous,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,lassen,node_placement,random,,,,,,fat-tree,,,,random,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,lassen,node_placement,locality,,,,,,fat-tree,,,,locality,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,lassen,node_placement,spectral,,,,,,fat-tree,,,,spectral,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,lassen,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230454,lassen,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230454,lassen,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,2779.566080000105,2779.566080000105,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230454,lassen,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,4608.0,baseline,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_s10_n8_20260120_230454,lassen,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,4608.0,power_cap,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_s10_n8_20260120_230454,lassen,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,4608.0,frequency_scaling,3.3893967937499996,4.4062158318749995,1.3,3225.0,1.0509757499999999
lulesh_s10_n8_20260120_230454,lassen,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,4608.0,job_packing,3.493276605,4.541259586500001,1.3,3225.0,1.0831865441860467
lulesh_s10_n8_20260120_230454,frontier,adaptive_routing,minimal,3.50007188033641,24.993968047729165,2.0537238974358975e-05,0.00024133632,minimal,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,frontier,adaptive_routing,ugal,4.000082148955897,24.993968047729165,2.0537238974358975e-05,0.00024133632,ugal,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,frontier,adaptive_routing,valiant,5.000102686194872,24.993968047729165,2.0537238974358975e-05,0.00024133632,valiant,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,frontier,node_placement,contiguous,,,,,,dragonfly,,,,contiguous,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,frontier,node_placement,random,,,,,,dragonfly,,,,random,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,frontier,node_placement,locality,,,,,,dragonfly,,,,locality,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,frontier,node_placement,spectral,,,,,,dragonfly,,,,spectral,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230454,frontier,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230454,frontier,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230454,frontier,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,7306.523824829668,7306.523824829668,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230454,frontier,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,9472.0,baseline,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_s10_n8_20260120_230454,frontier,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,9472.0,power_cap,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_s10_n8_20260120_230454,frontier,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,9472.0,frequency_scaling,11.706498179999997,14.047797815999996,1.2,6630.0,1.7656859999999996
lulesh_s10_n8_20260120_230454,frontier,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,9472.0,job_packing,12.2605054,14.712606479999998,1.2,6630.0,1.8492466666666667
lulesh_s10_n8_20260120_230654,lassen,adaptive_routing,minimal,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,minimal,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,lassen,adaptive_routing,ecmp,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,ecmp,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,lassen,node_placement,contiguous,,,,,,fat-tree,,,,contiguous,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,lassen,node_placement,random,,,,,,fat-tree,,,,random,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,lassen,node_placement,locality,,,,,,fat-tree,,,,locality,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,lassen,node_placement,spectral,,,,,,fat-tree,,,,spectral,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,lassen,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230654,lassen,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,0.7721016888888916,2779.56608000001,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230654,lassen,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,2779.566080000105,2779.566080000105,0.0,0.0,0.0,4608.0,,,,,,
lulesh_s10_n8_20260120_230654,lassen,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,4608.0,baseline,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_s10_n8_20260120_230654,lassen,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,4608.0,power_cap,3.613854375,4.6980106875,1.3,3225.0,1.120575
lulesh_s10_n8_20260120_230654,lassen,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,4608.0,frequency_scaling,3.3893967937499996,4.4062158318749995,1.3,3225.0,1.0509757499999999
lulesh_s10_n8_20260120_230654,lassen,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,4608.0,job_packing,3.493276605,4.541259586500001,1.3,3225.0,1.0831865441860467
lulesh_s10_n8_20260120_230654,frontier,adaptive_routing,minimal,3.50007188033641,24.993968047729165,2.0537238974358975e-05,0.00024133632,minimal,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,frontier,adaptive_routing,ugal,4.000082148955897,24.993968047729165,2.0537238974358975e-05,0.00024133632,ugal,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,frontier,adaptive_routing,valiant,5.000102686194872,24.993968047729165,2.0537238974358975e-05,0.00024133632,valiant,dragonfly,"d=4,a=2,p=4",all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,frontier,node_placement,contiguous,,,,,,dragonfly,,,,contiguous,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,frontier,node_placement,random,,,,,,dragonfly,,,,random,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,frontier,node_placement,locality,,,,,,dragonfly,,,,locality,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,frontier,node_placement,spectral,,,,,,dragonfly,,,,spectral,2125888.0,0.0,9472.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_230654,frontier,scheduling,fcfs,,,,,,,,,,,,,,fcfs,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230654,frontier,scheduling,backfill,,,,,,,,,,,,,,backfill,1.0,2.0295899513416464,7306.5238248299265,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230654,frontier,scheduling,multitenant,,,,,,,,,,,,,,multitenant,3600.0,7306.523824829668,7306.523824829668,0.0,0.0,0.0,9472.0,,,,,,
lulesh_s10_n8_20260120_230654,frontier,power,baseline,,,,,,,,,,,,,,,,,,0.7,,,9472.0,baseline,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_s10_n8_20260120_230654,frontier,power,power_cap,,,,,,,,,,,,,,,,,,0.7,,,9472.0,power_cap,12.574458,15.089349599999998,1.2,6630.0,1.8965999999999998
lulesh_s10_n8_20260120_230654,frontier,power,frequency_scaling,,,,,,,,,,,,,,,,,,0.7,,,9472.0,frequency_scaling,11.706498179999997,14.047797815999996,1.2,6630.0,1.7656859999999996
lulesh_s10_n8_20260120_230654,frontier,power,job_packing,,,,,,,,,,,,,,,,,,0.7,,,9472.0,job_packing,12.2605054,14.712606479999998,1.2,6630.0,1.8492466666666667
lulesh_s10_n8_20260120_231003,lassen,adaptive_routing,minimal,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,minimal,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_231003,lassen,adaptive_routing,ecmp,3.6004167905280005,12.493969502756025,0.00011577514666666665,0.00048267264,ecmp,fat-tree,k=4,all-to-all,0.002125888,,,,,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_231003,lassen,node_placement,contiguous,,,,,,fat-tree,,,,contiguous,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_231003,lassen,node_placement,random,,,,,,fat-tree,,,,random,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
lulesh_s10_n8_20260120_231003,lassen,node_placement,locality,,,,,,fat-tree,,,,locality,4251776.0,0.0,4608.0,,,,,,,,,,,,,,
