Matrix,UseCase,Latency,Throughput,Makespan,Energy
lulesh_n64_cube_20260121_214715.h5,Dragonfly_Adaptive,2.6180100518829468,3.8196935772321203,78.85389945461182,1585.9001930004806
lulesh_n64_cube_20260121_214715.h5,node_mapping_random,2.9318295610545406,3.410838311339224,78.6488283393576,1058.381625884368
lulesh_n64_cube_20260121_214715.h5,sched_multitenant,2.9318295610545406,3.410838311339224,62.70864287416875,1356.5542903011983
lulesh_n64_cube_20260121_214715.h5,power_saving,2.9318295610545406,3.410838311339224,91.6223239302605,1369.8190530428278
cosp2_n128_sparse_20260121_215534.h5,Lassen_FatTree,2.195582943876918,4.554596979946119,78.0452058562312,1866.4527963106557
cosp2_n128_sparse_20260121_215534.h5,Frontier_Dragonfly,2.287480871830928,4.3716193440238635,56.34794661061098,1400.4686582663098
cosp2_n128_sparse_20260121_215534.h5,Dragonfly_Adaptive,1.7156106538731957,5.82882494265169,81.34579869393818,1772.0024500356424
cosp2_n128_sparse_20260121_215534.h5,node_mapping_random,2.195582943876918,4.554596979946119,77.44081313961281,1732.9269466257772
cosp2_n128_sparse_20260121_215534.h5,sched_multitenant,2.195582943876918,4.554596979946119,65.25127296828009,1538.1854196831564
cosp2_n128_sparse_20260121_215534.h5,power_saving,2.195582943876918,4.554596979946119,54.00490833956621,1138.5361202296815
lulesh_s20_n8_20260120_231003.h5,Lassen_FatTree,2.0,4.99999750000125,90.55461519144583,1489.5155100235609
lulesh_s20_n8_20260120_231003.h5,Frontier_Dragonfly,2.6774565323737427,3.734886502993136,94.07973469102092,1225.5794957247504
lulesh_s20_n8_20260120_231003.h5,Dragonfly_Adaptive,2.008092399280307,4.9798480506852725,67.2663831997273,1907.736136329516
lulesh_s20_n8_20260120_231003.h5,node_mapping_random,2.0,4.99999750000125,90.07024947978499,1803.428412341762
lulesh_s20_n8_20260120_231003.h5,sched_multitenant,2.0,4.99999750000125,56.59772200506617,1264.6778872448488
lulesh_s20_n8_20260120_231003.h5,power_saving,2.0,4.99999750000125,53.24401080658001,1209.5938308091936
lulesh_s20_n8_20260120_230319.h5,Lassen_FatTree,2.0,4.99999750000125,68.79906173626956,1921.9630272524764
lulesh_s20_n8_20260120_230319.h5,Frontier_Dragonfly,2.6774565323737427,3.734886502993136,81.45878986712378,1506.717156123051
lulesh_s20_n8_20260120_230319.h5,Dragonfly_Adaptive,2.008092399280307,4.9798480506852725,68.91888579159621,1428.6507633886172
lulesh_s20_n8_20260120_230319.h5,node_mapping_random,2.0,4.99999750000125,70.65163200424996,1175.0403013955563
lulesh_s20_n8_20260120_230319.h5,sched_multitenant,2.0,4.99999750000125,43.701623185020985,1168.6062898566095
lulesh_s20_n8_20260120_230319.h5,power_saving,2.0,4.99999750000125,64.8249124582758,1570.5636473589516
comd_n64_dense_20260121_214717.h5,Lassen_FatTree,3.172941767246691,3.1516484013600605,85.29399097160763,1862.243878210305
comd_n64_dense_20260121_214717.h5,Frontier_Dragonfly,3.7543927664191066,2.6635458670969063,50.92174868096199,1903.5229882962094
comd_n64_dense_20260121_214717.h5,Dragonfly_Adaptive,2.81579457481433,3.5513941741524997,93.07759569823882,1854.9951408032493
comd_n64_dense_20260121_214717.h5,node_mapping_random,3.172941767246691,3.1516484013600605,80.69593410881753,1715.9293207285207
comd_n64_dense_20260121_214717.h5,sched_multitenant,3.172941767246691,3.1516484013600605,69.85354856532253,1995.5207968688012
comd_n64_dense_20260121_214717.h5,power_saving,3.172941767246691,3.1516484013600605,64.70784254779623,1472.7407528827457
lulesh_s10_n8_20260120_230654.h5,Lassen_FatTree,2.0,4.99999750000125,63.80131282189059,1368.326320238676
lulesh_s10_n8_20260120_230654.h5,Frontier_Dragonfly,2.6874793027666555,3.7209575042114325,93.6169099944997,1849.4847298368243
lulesh_s10_n8_20260120_230654.h5,Dragonfly_Adaptive,2.015609477074992,4.96127605692533,75.21742638438906,1735.9665977338923
lulesh_s10_n8_20260120_230654.h5,node_mapping_random,2.0,4.99999750000125,86.04942436414606,1145.10207264045
lulesh_s10_n8_20260120_230654.h5,sched_multitenant,2.0,4.99999750000125,66.29009752034308,1492.4687267424858
lulesh_s10_n8_20260120_230654.h5,power_saving,2.0,4.99999750000125,68.04552750344394,1532.9646161313665
lulesh_s20_n8_20260120_230654.h5,Lassen_FatTree,2.0,4.99999750000125,51.26014948077939,1256.4999249800662
lulesh_s20_n8_20260120_230654.h5,Frontier_Dragonfly,2.6774565323737427,3.734886502993136,91.57323233000248,1718.678737849629
lulesh_s20_n8_20260120_230654.h5,Dragonfly_Adaptive,2.008092399280307,4.9798480506852725,76.09159467598495,1306.9823864595041
lulesh_s20_n8_20260120_230654.h5,node_mapping_random,2.0,4.99999750000125,72.01052332084403,1604.0639283398796
lulesh_s20_n8_20260120_230654.h5,sched_multitenant,2.0,4.99999750000125,49.8570011651787,1212.8167238694805
lulesh_s20_n8_20260120_230654.h5,power_saving,2.0,4.99999750000125,98.66394679959976,1485.2999968497338
lulesh_s10_n8_20260120_230319.h5,Lassen_FatTree,2.0,4.99999750000125,72.1500704735729,1011.6524592848318
lulesh_s10_n8_20260120_230319.h5,Frontier_Dragonfly,2.6874793027666555,3.7209575042114325,82.25599756600917,1648.1464864196964
lulesh_s10_n8_20260120_230319.h5,Dragonfly_Adaptive,2.015609477074992,4.96127605692533,67.49378291388562,1206.6315638572087
lulesh_s10_n8_20260120_230319.h5,node_mapping_random,2.0,4.99999750000125,63.82556925248382,1146.3890664814942
lulesh_s10_n8_20260120_230319.h5,sched_multitenant,2.0,4.99999750000125,82.95757579257567,1162.3503380311172
lulesh_s10_n8_20260120_230319.h5,power_saving,2.0,4.99999750000125,94.96580282692999,1011.2262040021897
hpgmg_n128_fv_20260121_215033.h5,Lassen_FatTree,2.9639058860476633,3.3739251550290392,97.90497305942878,1531.4168849534153
hpgmg_n128_fv_20260121_215033.h5,Frontier_Dragonfly,3.205944187722323,3.1192049191285585,51.606972342427845,1915.3439499004721
hpgmg_n128_fv_20260121_215033.h5,Dragonfly_Adaptive,2.4044581407917422,4.15893945975193,68.91475919359434,1823.7544734247774
hpgmg_n128_fv_20260121_215033.h5,node_mapping_random,2.9639058860476633,3.3739251550290392,57.68207376723788,1025.2084641305505
hpgmg_n128_fv_20260121_215033.h5,sched_multitenant,2.9639058860476633,3.3739251550290392,81.64245802456695,1268.4122647642985
hpgmg_n128_fv_20260121_215033.h5,power_saving,2.9639058860476633,3.3739251550290392,57.6723054742247,1440.6043204766356
lulesh_s10_n8_20260120_230236.h5,Lassen_FatTree,2.0,4.99999750000125,74.86456019312632,1437.8106591056442
lulesh_s10_n8_20260120_230236.h5,Frontier_Dragonfly,2.6874793027666555,3.7209575042114325,71.65084263546646,1538.2979379256262
lulesh_s10_n8_20260120_230236.h5,Dragonfly_Adaptive,2.015609477074992,4.96127605692533,96.55732706142035,1881.8026202633037
lulesh_s10_n8_20260120_230236.h5,node_mapping_random,2.0,4.99999750000125,73.66070274467631,1347.346912782888
lulesh_s10_n8_20260120_230236.h5,sched_multitenant,2.0,4.99999750000125,59.689336741108896,1231.659275508869
lulesh_s10_n8_20260120_230236.h5,power_saving,2.0,4.99999750000125,98.70084782004653,1331.549155396065
lulesh_s20_n8_20260120_230237.h5,Lassen_FatTree,2.0,4.99999750000125,99.93916224466057,1623.478294016705
lulesh_s20_n8_20260120_230237.h5,Frontier_Dragonfly,2.6774565323737427,3.734886502993136,77.34538443406234,1067.9719050412245
lulesh_s20_n8_20260120_230237.h5,Dragonfly_Adaptive,2.008092399280307,4.9798480506852725,52.04229413892269,1783.742676276203
lulesh_s20_n8_20260120_230237.h5,node_mapping_random,2.0,4.99999750000125,81.49212803024166,1279.3567229827486
lulesh_s20_n8_20260120_230237.h5,sched_multitenant,2.0,4.99999750000125,66.27439546600938,1376.7761808086861
lulesh_s20_n8_20260120_230237.h5,power_saving,2.0,4.99999750000125,67.17676867045007,1446.2790435697605
comd_n64_scaled_20260121_214308.h5,Lassen_FatTree,3.172941767246691,3.1516484013600605,98.7143689581415,1400.3164078849893
comd_n64_scaled_20260121_214308.h5,Frontier_Dragonfly,3.7543927664191066,2.6635458670969063,74.45255385583657,1414.1404847687047
comd_n64_scaled_20260121_214308.h5,Dragonfly_Adaptive,2.81579457481433,3.5513941741524997,77.35857977330578,1249.9511113332799
comd_n64_scaled_20260121_214308.h5,node_mapping_random,3.172941767246691,3.1516484013600605,95.62145956751715,1247.5000701835825
comd_n64_scaled_20260121_214308.h5,sched_multitenant,3.172941767246691,3.1516484013600605,73.1091674070959,1038.7989483086394
comd_n64_scaled_20260121_214308.h5,power_saving,3.172941767246691,3.1516484013600605,66.65768728358968,1493.838346200016
