experiment,data_type,system,use_case,algorithm,latency_us,throughput_gbps,congestion,slowdown_factor,avg_hops,strategy,communication_cost,cost_reduction,scheduler,makespan,avg_wait_time,utilization,jobs_completed,energy_kwh,avg_power_kw,co2_kg,pflops,rl_reward,scenario,compute_power_mw,total_power_mw,peak_power_mw,avg_pflops,efficiency_gflops_w,rpeak_pflops,pattern,num_ranks
cosp2_n128_sparse_20260122_004059,real,frontier,placement,,,,,,,random,733184.0,0.0,,,,,,,,,,,,,,,,,,,
cosp2_n128_sparse_20260122_004059,real,frontier,placement,,,,,,,locality,962592.0,-0.31289280726256985,,,,,,,,,,,,,,,,,,,
cosp2_n128_sparse_20260122_004059,real,frontier,placement,,,,,,,spectral,733184.0,0.0,,,,,,,,,,,,,,,,,,,
cosp2_n128_sparse_20260122_004059,real,frontier,scheduling,,,,,,,,,,fcfs,5700.0,18.181818181818183,0.5410221076339496,11.0,54.469383457177265,34.4017158676909,19.06428421001204,0.02185710379067389,,,,,,,,,,
cosp2_n128_sparse_20260122_004059,real,frontier,scheduling,,,,,,,,,,backfill,5700.0,0.0,0.5410221076339496,11.0,54.469383457177265,34.4017158676909,19.06428421001204,0.02185710379067389,,,,,,,,,,
cosp2_n128_sparse_20260122_004059,real,frontier,scheduling,,,,,,,,,,sjf,5700.0,18.181818181818183,0.5410221076339496,11.0,54.469383457177265,34.4017158676909,19.06428421001204,0.02185710379067389,,,,,,,,,,
cosp2_n128_sparse_20260122_004059,real,frontier,scheduling,,,,,,,,,,rl,13080.0,2250.0,0.0,10.0,0.0,0.0,0.0,0.0,-40.80999999999727,,,,,,,,,
cosp2_n128_sparse_20260122_004059,real,frontier,power,,,,,,,,,,,,,,,48.85171810834783,,17098.10133792174,,,baseline,5.86220617300174,7.034647407602087,8.689348187234044,329.4302796783363,56195.61474919121,1018.24,,
cosp2_n128_sparse_20260122_004059,real,frontier,power,,,,,,,,,,,,,,,48.52152000690823,,16982.53200241788,,,power_cap,5.8225824008289875,6.987098880994784,8.615830314893618,329.3959738334815,56572.144652960844,1018.24,,
cosp2_n128_sparse_20260122_004059,real,frontier,power,,,,,,,,,,,,,,,48.267490090031295,,16893.62153151095,,,frequency_scaling,5.792098810803755,6.950518572964506,8.689348187234044,319.8801129429302,55226.97788688816,1018.24,,
cosp2_n128_sparse_20260122_004059,real,frontier,power,,,,,,,,,,,,,,,42.505433405789184,,14876.901692026213,,,job_packing,5.100652008694702,6.120782410433642,7.594524434042554,322.0728340400455,63143.46352016015,1018.24,,
synth_all-to-all_64,synthetic,lassen,routing,minimal,80.75,12.5,0.000504,1.0,3.5,,,,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,routing,ecmp,81.0,12.5,0.000504,1.0,4.0,,,,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,placement,,,,,,,contiguous,8064000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,placement,,,,,,,random,8064000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,placement,,,,,,,locality,8064000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,placement,,,,,,,spectral,8064000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,scheduling,,,,,,,,,,fcfs,19000.0,0.0,0.3284904970760234,13.0,40.35539070114523,7.646284553901202,16.142156280458092,0.0011216636513157899,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,scheduling,,,,,,,,,,backfill,19000.0,0.0,0.3284904970760234,13.0,40.35539070114523,7.646284553901202,16.142156280458092,0.0011216636513157899,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,scheduling,,,,,,,,,,sjf,19000.0,0.0,0.3284904970760234,13.0,40.35539070114523,7.646284553901202,16.142156280458092,0.0011216636513157899,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,scheduling,,,,,,,,,,rl,19000.0,18.333333333333332,0.0,13.0,0.0,0.0,0.0,0.0,74.81999999999893,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,power,,,,,,,,,,,,,,,553.4917692403625,,221396.707696145,,,baseline,0.9962851846326525,1.2951707400224481,3.264698210526316,15.48644307355799,15544.186857770157,157.5936,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,power,,,,,,,,,,,,,,,553.3291383704094,,221331.65534816377,,,power_cap,0.995992449066737,1.294790183786758,3.2233346052631577,15.486036099722451,15548.34689181946,157.5936,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,power,,,,,,,,,,,,,,,523.4119864583478,,209364.79458333913,,,frequency_scaling,0.9421415756250259,1.2247840483125336,3.264698210526316,12.258633623089564,13011.455963990407,157.5936,all-to-all,64.0
synth_all-to-all_64,synthetic,lassen,power,,,,,,,,,,,,,,,466.9824295018081,,186792.97180072326,,,job_packing,0.8405683731032546,1.092738885034231,2.827013184210527,15.133940836564292,18004.413823817824,157.5936,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,routing,minimal,40.675,25.0,0.000252,1.0,3.5,,,,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,routing,ugal,40.9,25.0,0.000252,1.0,4.2,,,,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,routing,valiant,41.125,25.0,0.000252,1.0,5.5,,,,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,placement,,,,,,,contiguous,8064000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,placement,,,,,,,random,8064000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,placement,,,,,,,locality,8064000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,placement,,,,,,,spectral,8064000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,scheduling,,,,,,,,,,fcfs,19000.0,0.0,0.15980618776671407,13.0,53.21912295440388,10.083623296623893,18.626693034041356,0.0018988570745910383,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,scheduling,,,,,,,,,,backfill,19000.0,0.0,0.15980618776671407,13.0,53.21912295440388,10.083623296623893,18.626693034041356,0.0018988570745910383,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,scheduling,,,,,,,,,,sjf,19000.0,0.0,0.15980618776671407,13.0,53.21912295440388,10.083623296623893,18.626693034041356,0.0018988570745910383,,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,scheduling,,,,,,,,,,rl,532340.0,464144.44444444444,0.0,9.0,0.0,0.0,0.0,0.0,-46.80999999999957,,,,,,,,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,power,,,,,,,,,,,,,,,1563.54496433803,,547240.7375183104,,,baseline,2.814380935808454,3.377257122970145,8.689348187234044,110.9560761995412,39424.68298722616,1018.24,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,power,,,,,,,,,,,,,,,1563.2318288414124,,547131.1400944943,,,power_cap,2.813817291914542,3.3765807502974505,8.615830314893618,110.95558820259095,39432.40683089837,1018.24,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,power,,,,,,,,,,,,,,,1469.218935265268,,514226.6273428438,,,frequency_scaling,2.644594083477483,3.173512900172979,8.689348187234044,87.82736762452137,33210.15053812479,1018.24,all-to-all,64.0
synth_all-to-all_64,synthetic,frontier,power,,,,,,,,,,,,,,,1328.6352046003994,,465022.3216101398,,,job_packing,2.3915433682807192,2.8698520419368627,7.594524434042554,108.47526937151389,45357.8516744594,1018.24,all-to-all,64.0
synth_stencil-3d_64,synthetic,lassen,routing,minimal,400.75,12.5,0.00024,1.0,3.5,,,,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,routing,ecmp,401.0,12.5,0.00024,1.0,4.0,,,,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,placement,,,,,,,contiguous,3840000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,placement,,,,,,,random,3840000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,placement,,,,,,,locality,3780000000.0,0.015625,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,placement,,,,,,,spectral,3840000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,scheduling,,,,,,,,,,fcfs,7700.0,8.333333333333334,1.1352362914862915,12.0,57.059418758122156,26.677130847953215,22.823767503248863,0.01343810984848485,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,scheduling,,,,,,,,,,backfill,7700.0,0.0,1.1352362914862915,12.0,57.059418758122156,26.677130847953215,22.823767503248863,0.01343810984848485,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,scheduling,,,,,,,,,,sjf,7700.0,8.333333333333334,1.1352362914862915,12.0,57.059418758122156,26.677130847953215,22.823767503248863,0.01343810984848485,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,scheduling,,,,,,,,,,rl,7720.0,27.272727272727273,0.0,12.0,0.0,0.0,0.0,0.0,70.69999999999989,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,power,,,,,,,,,,,,,,,592.9607207213631,,237184.28828854527,,,baseline,1.0673292972984538,1.38752808648799,3.264698210526316,17.74816015305582,16628.570206007345,157.5936,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,power,,,,,,,,,,,,,,,592.3350615398741,,236934.02461594966,,,power_cap,1.0662031107717733,1.3860640440033054,3.2233346052631577,17.746594479104093,16644.66582381117,157.5936,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,power,,,,,,,,,,,,,,,565.5514810139414,,226220.59240557655,,,frequency_scaling,1.0179926658250944,1.3233904655726227,3.264698210526316,14.806922059718637,14545.21486922252,157.5936,stencil-3d,64.0
synth_stencil-3d_64,synthetic,lassen,power,,,,,,,,,,,,,,,502.0978064505478,,200839.12258021915,,,job_packing,0.903776051610986,1.1749088670942818,2.827013184210527,17.3448697209011,19191.557123010476,157.5936,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,routing,minimal,200.675,25.0,0.00012,1.0,3.5,,,,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,routing,ugal,200.9,25.0,0.00012,1.0,4.2,,,,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,routing,valiant,201.125,25.0,0.00012,1.0,5.5,,,,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,placement,,,,,,,contiguous,3840000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,placement,,,,,,,random,3840000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,placement,,,,,,,locality,3780000000.0,0.015625,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,placement,,,,,,,spectral,3840000000.0,0.0,,,,,,,,,,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,scheduling,,,,,,,,,,fcfs,7700.0,8.333333333333334,0.5522771147771148,12.0,75.03178009791708,35.079793292532656,26.261123034270977,0.02274928845647596,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,scheduling,,,,,,,,,,backfill,7700.0,0.0,0.5522771147771148,12.0,75.03178009791708,35.079793292532656,26.261123034270977,0.02274928845647596,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,scheduling,,,,,,,,,,sjf,7700.0,8.333333333333334,0.5522771147771148,12.0,75.03178009791708,35.079793292532656,26.261123034270977,0.02274928845647596,,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,scheduling,,,,,,,,,,rl,7720.0,27.272727272727273,0.0,12.0,0.0,0.0,0.0,0.0,70.69999999999989,,,,,,,,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,power,,,,,,,,,,,,,,,1679.2528385623662,,587738.4934968281,,,baseline,3.022655109412259,3.6271861312947107,8.689348187234044,127.13829948987488,42061.794974219316,1018.24,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,power,,,,,,,,,,,,,,,1678.0480867333326,,587316.8303566664,,,power_cap,3.020486556119999,3.6245838673439987,8.615830314893618,127.13642197926133,42091.3715777553,1018.24,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,power,,,,,,,,,,,,,,,1593.317205642083,,557661.021974729,,,frequency_scaling,2.8679709701557496,3.441565164186899,8.689348187234044,106.06691304902381,36983.258949536605,1018.24,stencil-3d,64.0
synth_stencil-3d_64,synthetic,frontier,power,,,,,,,,,,,,,,,1432.4496180787276,,501357.36632755457,,,job_packing,2.5784093125417096,3.0940911750500515,7.594524434042554,124.29117572719134,48204.594640045434,1018.24,stencil-3d,64.0
synth_nearest-neighbor_64,synthetic,lassen,routing,minimal,800.75,12.5,0.00016,1.0,3.5,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,routing,ecmp,801.0,12.5,0.00016,1.0,4.0,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,placement,,,,,,,contiguous,2560000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,placement,,,,,,,random,2560000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,placement,,,,,,,locality,2880000000.0,-0.125,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,placement,,,,,,,spectral,2560000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,scheduling,,,,,,,,,,fcfs,13400.0,0.0,0.5282830638474295,12.0,45.61020437378167,12.253487742210002,18.24408174951267,0.002886200559701493,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,scheduling,,,,,,,,,,backfill,13400.0,0.0,0.5282830638474295,12.0,45.61020437378167,12.253487742210002,18.24408174951267,0.002886200559701493,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,scheduling,,,,,,,,,,sjf,13400.0,0.0,0.5282830638474295,12.0,45.61020437378167,12.253487742210002,18.24408174951267,0.002886200559701493,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,scheduling,,,,,,,,,,rl,13420.0,18.181818181818183,0.0,12.0,0.0,0.0,0.0,0.0,69.7499999999998,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,power,,,,,,,,,,,,,,,575.4985554491828,,230199.42217967316,,,baseline,1.035897399808529,1.346666619751088,3.264698210526316,16.756949106769376,16176.26331513783,157.5936,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,power,,,,,,,,,,,,,,,575.1022447300833,,230040.8978920333,,,power_cap,1.03518404051415,1.3457392526683947,3.2233346052631577,16.755957363360118,16186.452560684627,157.5936,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,power,,,,,,,,,,,,,,,547.0708285932667,,218828.3314373067,,,frequency_scaling,0.98472749146788,1.280145738908244,3.264698210526316,13.706418919572492,13918.996918773006,157.5936,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,lassen,power,,,,,,,,,,,,,,,486.70476879017986,,194681.90751607195,,,job_packing,0.8760685838223237,1.1388891589690209,2.827013184210527,16.379694506052644,18696.817587713685,157.5936,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,routing,minimal,400.675,25.0,8e-05,1.0,3.5,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,routing,ugal,400.9,25.0,8e-05,1.0,4.2,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,routing,valiant,401.125,25.0,8e-05,1.0,5.5,,,,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,placement,,,,,,,contiguous,2560000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,placement,,,,,,,random,2560000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,placement,,,,,,,locality,3000000000.0,-0.171875,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,placement,,,,,,,spectral,2560000000.0,0.0,,,,,,,,,,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,scheduling,,,,,,,,,,fcfs,13400.0,0.0,0.25700257160145223,12.0,60.106008541786466,16.14788289182323,21.03710298962526,0.0048860300902581685,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,scheduling,,,,,,,,,,backfill,13400.0,0.0,0.25700257160145223,12.0,60.106008541786466,16.14788289182323,21.03710298962526,0.0048860300902581685,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,scheduling,,,,,,,,,,sjf,13400.0,0.0,0.25700257160145223,12.0,60.106008541786466,16.14788289182323,21.03710298962526,0.0048860300902581685,,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,scheduling,,,,,,,,,,rl,604860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.81000000001467,,,,,,,,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,power,,,,,,,,,,,,,,,1627.7117067219024,,569699.0973526658,,,baseline,2.9298810720994246,3.515857286519309,8.689348187234044,120.02265441086747,40965.026039389544,1018.24,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,power,,,,,,,,,,,,,,,1626.948544831438,,569431.9906910033,,,power_cap,2.9285073806965887,3.5142088568359062,8.615830314893618,120.0214650833108,40983.835613472795,1018.24,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,power,,,,,,,,,,,,,,,1538.601601684685,,538510.5605896397,,,frequency_scaling,2.769482883032433,3.323379459638919,8.689348187234044,98.17288854289711,35448.093629451556,1018.24,nearest-neighbor,64.0
synth_nearest-neighbor_64,synthetic,frontier,power,,,,,,,,,,,,,,,1386.127940609797,,485144.7792134289,,,job_packing,2.4950302930976345,2.994036351717161,7.594524434042554,117.32621766125983,47023.96519426494,1018.24,nearest-neighbor,64.0
synth_ring_64,synthetic,lassen,routing,minimal,640.75,12.5,6.4e-05,1.0,3.5,,,,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,routing,ecmp,641.0,12.5,6.4e-05,1.0,4.0,,,,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,placement,,,,,,,contiguous,1024000000.0,0.0,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,placement,,,,,,,random,1024000000.0,0.0,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,placement,,,,,,,locality,1152000000.0,-0.125,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,placement,,,,,,,spectral,1024000000.0,0.0,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,scheduling,,,,,,,,,,fcfs,17300.0,7.6923076923076925,0.3687981695568401,13.0,39.2068481968811,8.158650491836529,15.68273927875244,0.0013432514450867053,,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,scheduling,,,,,,,,,,backfill,17300.0,0.0,0.3687981695568401,13.0,39.2068481968811,8.158650491836529,15.68273927875244,0.0013432514450867053,,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,scheduling,,,,,,,,,,sjf,17300.0,7.6923076923076925,0.3687981695568401,13.0,39.2068481968811,8.158650491836529,15.68273927875244,0.0013432514450867053,,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,scheduling,,,,,,,,,,rl,130120.0,29765.0,0.0,4.0,0.0,0.0,0.0,0.0,-76.8100000000023,,,,,,,,ring,64.0
synth_ring_64,synthetic,lassen,power,,,,,,,,,,,,,,,567.7671003352488,,227106.8401340995,,,baseline,1.0219807806034478,1.3285750147844824,3.264698210526316,16.320722273599532,15969.695891895984,157.5936,ring,64.0
synth_ring_64,synthetic,lassen,power,,,,,,,,,,,,,,,567.4689414669749,,226987.57658678998,,,power_cap,1.0214440946405547,1.3278773230327212,3.2233346052631577,16.319976149212092,15977.356210527681,157.5936,ring,64.0
synth_ring_64,synthetic,lassen,power,,,,,,,,,,,,,,,538.796925594783,,215518.77023791324,,,frequency_scaling,0.9698344660706094,1.2607848058917923,3.264698210526316,13.211982942379732,13622.925771971713,157.5936,ring,64.0
synth_ring_64,synthetic,lassen,power,,,,,,,,,,,,,,,479.85717853997977,,191942.87141599192,,,job_packing,0.8637429213719636,1.1228657977835528,2.827013184210527,15.953765254974792,18470.50188224285,157.5936,ring,64.0
synth_ring_64,synthetic,frontier,routing,minimal,320.675,25.0,3.2e-05,1.0,3.5,,,,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,routing,ugal,320.9,25.0,3.2e-05,1.0,4.2,,,,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,routing,valiant,321.125,25.0,3.2e-05,1.0,5.5,,,,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,placement,,,,,,,contiguous,1024000000.0,0.0,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,placement,,,,,,,random,1024000000.0,0.0,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,placement,,,,,,,locality,1200000000.0,-0.171875,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,placement,,,,,,,spectral,1024000000.0,0.0,,,,,,,,,,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,scheduling,,,,,,,,,,fcfs,17300.0,7.6923076923076925,0.17941532573035462,13.0,51.6970101750687,10.75775934278886,18.09395356127404,0.0022739816044368066,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,scheduling,,,,,,,,,,backfill,17300.0,0.0,0.17941532573035462,13.0,51.6970101750687,10.75775934278886,18.09395356127404,0.0022739816044368066,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,scheduling,,,,,,,,,,sjf,17300.0,7.6923076923076925,0.17941532573035462,13.0,51.6970101750687,10.75775934278886,18.09395356127404,0.0022739816044368066,,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,scheduling,,,,,,,,,,rl,12820.0,13.333333333333334,0.0,3.0,0.0,0.0,0.0,0.0,-82.81000000000513,,,,,,,,ring,64.0
synth_ring_64,synthetic,frontier,power,,,,,,,,,,,,,,,1604.7300161627322,,561655.5056569562,,,baseline,2.888514029092918,3.4662168349115015,8.689348187234044,116.8802789161297,40463.80863617743,1018.24,ring,64.0
synth_ring_64,synthetic,frontier,power,,,,,,,,,,,,,,,1604.1559279347885,,561454.5747771759,,,power_cap,2.8874806702826192,3.464976804339143,8.615830314893618,116.87938424494922,40477.979800124296,1018.24,ring,64.0
synth_ring_64,synthetic,frontier,power,,,,,,,,,,,,,,,1513.9391874893392,,529878.7156212687,,,frequency_scaling,2.7250905374808108,3.2701086449769727,8.689348187234044,94.6184002139992,34721.195098885946,1018.24,ring,64.0
synth_ring_64,synthetic,frontier,power,,,,,,,,,,,,,,,1365.4769950470911,,477916.94826648186,,,job_packing,2.4578585910847637,2.9494303093017167,7.594524434042554,114.24778656987387,46482.652413071155,1018.24,ring,64.0
synth_all-to-all_256,synthetic,lassen,routing,minimal,80.75,12.5,0.00204,1.0,3.5,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,routing,ecmp,81.0,12.5,0.00204,1.0,4.0,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,placement,,,,,,,contiguous,130560000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,placement,,,,,,,random,130560000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,placement,,,,,,,locality,130560000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,placement,,,,,,,spectral,130560000000.0,0.0,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,scheduling,,,,,,,,,,fcfs,19000.0,0.0,1.3217288011695907,13.0,162.69621862816763,30.826651950600187,65.07848745126705,0.018052700657894744,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,scheduling,,,,,,,,,,backfill,19000.0,0.0,1.3217288011695907,13.0,162.69621862816763,30.826651950600187,65.07848745126705,0.018052700657894744,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,scheduling,,,,,,,,,,sjf,19000.0,0.0,1.3217288011695907,13.0,162.69621862816763,30.826651950600187,65.07848745126705,0.018052700657894744,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,scheduling,,,,,,,,,,rl,7700.0,47.27272727272727,0.0,11.0,0.0,0.0,0.0,0.0,-34.80999999999775,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,power,,,,,,,,,,,,,,,553.4917692403625,,221396.707696145,,,baseline,0.9962851846326525,1.2951707400224481,3.264698210526316,15.48644307355799,15544.186857770157,157.5936,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,power,,,,,,,,,,,,,,,553.3291383704094,,221331.65534816377,,,power_cap,0.995992449066737,1.294790183786758,3.2233346052631577,15.486036099722451,15548.34689181946,157.5936,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,power,,,,,,,,,,,,,,,523.4119864583477,,209364.79458333907,,,frequency_scaling,0.9421415756250258,1.2247840483125336,3.264698210526316,12.258633623089564,13011.45596399041,157.5936,all-to-all,256.0
synth_all-to-all_256,synthetic,lassen,power,,,,,,,,,,,,,,,466.98242950180804,,186792.97180072323,,,job_packing,0.8405683731032545,1.0927388850342308,2.827013184210527,15.133940836564292,18004.413823817824,157.5936,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,routing,minimal,40.675,25.0,0.00102,1.0,3.5,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,routing,ugal,40.9,25.0,0.00102,1.0,4.2,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
synth_all-to-all_256,synthetic,frontier,routing,valiant,41.125,25.0,0.00102,1.0,5.5,,,,,,,,,,,,,,,,,,,,,all-to-all,256.0
