id,name,account,num_nodes,scheduled_nodes,run_time,submit_time,start_time,end_time,current_state,avg_cpu_usage,avg_gpu_usage,avg_ntx_usage,avg_nrx_usage,avg_node_power,max_node_power,energy
479098,8ed241,f65dd9682bdc99ab8e91105dbe9adfef,8,"[17, 18, 19, 20, 21, 22, 23, 24]",108,31499131,31499154,31499263,JobState.COMPLETED,0.14386860801701393,0.0,1997016.0,1902617660.0,563.2170974914842,563.2170974914836,486619.5722326423
478729,a58f85,897caa8b11d589fd39fb70b1fba13925,1,[724],20273,31478995,31479044,31499318,JobState.COMPLETED,1.0683110499405974,0.0,914733.0,28492301.0,752.4966874753552,752.4966874753411,15255365.345187876
479100,b1e5bb,f65dd9682bdc99ab8e91105dbe9adfef,8,"[17, 18, 19, 20, 21, 22, 23, 24]",78,31499240,31499263,31499342,JobState.COMPLETED,0.12825406591482372,0.0,803465.0,437730139.0,560.0200199960601,560.0200199960601,349452.4924775415
477124,08dcc3,34d3282df58688d81fc0606efb1cca78,1,[283],43225,31443608,31456506,31499732,JobState.COMPLETED,0.0,0.8537976736713521,5409804.0,30868830.0,725.8644765760359,725.8644765760555,31375491.999999154
479103,2fb348,f65dd9682bdc99ab8e91105dbe9adfef,8,"[17, 18, 19, 20, 21, 22, 23, 24]",357,31499360,31499579,31499937,JobState.COMPLETED,0.17749798764978986,0.19131341425459067,13299713321.0,13666629745.0,613.1482311785797,613.1482311785774,1751151.3482460238
478187,8cafb1,809709951c4f2c756df8637f19411ac1,4,"[210, 212, 213, 380]",4196,31460147,31495933,31500130,JobState.COMPLETED,1.9304603588299334,0.0,29220253517.0,29246376676.0,929.0217584703977,929.0217584704301,15592701.194167154
478956,30bb58,e9e857657048067155e3eb0357a7fd8f,4,"[241, 284, 457, 723]",6405,31492166,31493857,31500263,JobState.COMPLETED,1.0890598343384728,0.0,45903659461.0,45928133025.0,756.7450010808587,756.7450010808025,19387806.9276916
477962,863f9f,46b2c28e55f65c1fcd41b55858b97a2c,5,"[235, 236, 237, 238, 62]",20495,31457878,31479861,31500357,JobState.COMPLETED,1.0968762034174169,0.0,18600679144.0,18628919573.0,758.3454026497587,758.3454026497118,77711445.13653402
478186,2d6b05,809709951c4f2c756df8637f19411ac1,4,"[343, 516, 673, 680]",6733,31460146,31493725,31500459,JobState.COMPLETED,1.9414119184491065,0.0,27850497695.0,27876407246.0,931.2640903024103,931.264090302454,25080804.480024513
478851,20d5a9,897caa8b11d589fd39fb70b1fba13925,2,"[240, 244]",10444,31490259,31490310,31500755,JobState.COMPLETED,1.0632139547755797,0.0,18216301386.0,18241081606.0,751.4530572402641,751.4530572403008,15696351.459634637
478915,a1764c,897caa8b11d589fd39fb70b1fba13925,2,"[639, 99]",8813,31491597,31492141,31500955,JobState.COMPLETED,1.0643062298808592,0.0,17103274196.0,17128892211.0,751.67670056813,751.6767005681074,13249053.524213858
